-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
inuv 19/Nov/2006 09:02:12.0,images/scaled_cropped/01507.png
inuv 19/Nov/2006 09:02:24.0,images/scaled_cropped/01508.png
inuv 19/Nov/2006 09:02:39.0,images/scaled_cropped/01509.png
inuv 19/Nov/2006 09:02:54.0,images/scaled_cropped/01510.png
inuv 19/Nov/2006 09:03:24.0,images/scaled_cropped/01511.png
inuv 19/Nov/2006 09:03:36.0,images/scaled_cropped/01512.png
inuv 19/Nov/2006 09:03:51.0,images/scaled_cropped/01513.png
inuv 19/Nov/2006 09:07:06.0,images/scaled_cropped/01514.png
inuv 19/Nov/2006 09:09:30.0,images/scaled_cropped/01515.png
inuv 19/Nov/2006 09:11:27.0,images/scaled_cropped/01516.png
inuv 19/Nov/2006 09:11:30.0,images/scaled_cropped/01517.png
inuv 19/Nov/2006 09:11:42.0,images/scaled_cropped/01518.png
inuv 19/Nov/2006 09:11:57.0,images/scaled_cropped/01519.png
inuv 19/Nov/2006 09:12:27.0,images/scaled_cropped/01520.png
inuv 19/Nov/2006 09:12:54.0,images/scaled_cropped/01521.png
inuv 19/Nov/2006 09:14:54.0,images/scaled_cropped/01522.png
inuv 19/Nov/2006 09:14:57.0,images/scaled_cropped/01523.png
inuv 19/Nov/2006 09:17:15.0,images/scaled_cropped/01524.png
inuv 19/Nov/2006 09:17:21.0,images/scaled_cropped/01525.png
inuv 19/Nov/2006 09:19:00.0,images/scaled_cropped/01526.png
inuv 19/Nov/2006 09:19:48.0,images/scaled_cropped/01527.png
inuv 19/Nov/2006 09:21:30.0,images/scaled_cropped/01528.png
inuv 19/Nov/2006 09:22:30.0,images/scaled_cropped/01529.png
inuv 19/Nov/2006 09:23:06.0,images/scaled_cropped/01530.png
inuv 19/Nov/2006 09:27:09.0,images/scaled_cropped/01531.png
inuv 19/Nov/2006 09:27:57.0,images/scaled_cropped/01532.png
inuv 19/Nov/2006 09:28:21.0,images/scaled_cropped/01533.png
inuv 19/Nov/2006 09:28:39.0,images/scaled_cropped/01534.png
inuv 19/Nov/2006 09:28:48.0,images/scaled_cropped/01535.png
inuv 19/Nov/2006 09:28:54.0,images/scaled_cropped/01536.png
inuv 19/Nov/2006 09:30:09.0,images/scaled_cropped/01537.png
inuv 19/Nov/2006 09:30:51.0,images/scaled_cropped/01538.png
inuv 19/Nov/2006 09:31:00.0,images/scaled_cropped/01539.png
inuv 19/Nov/2006 09:31:42.0,images/scaled_cropped/01540.png
inuv 19/Nov/2006 09:31:51.0,images/scaled_cropped/01541.png
inuv 19/Nov/2006 09:34:18.0,images/scaled_cropped/01542.png
inuv 19/Nov/2006 09:36:03.0,images/scaled_cropped/01543.png
inuv 19/Nov/2006 09:38:12.0,images/scaled_cropped/01544.png
inuv 19/Nov/2006 09:39:09.0,images/scaled_cropped/01545.png
inuv 19/Nov/2006 09:40:42.0,images/scaled_cropped/01546.png
inuv 19/Nov/2006 09:41:51.0,images/scaled_cropped/01547.png
inuv 19/Nov/2006 09:41:54.0,images/scaled_cropped/01548.png
inuv 19/Nov/2006 09:47:27.0,images/scaled_cropped/01549.png
inuv 19/Nov/2006 09:51:27.0,images/scaled_cropped/01550.png
inuv 19/Nov/2006 09:51:36.0,images/scaled_cropped/01551.png
inuv 19/Nov/2006 09:55:18.0,images/scaled_cropped/01552.png
inuv 19/Nov/2006 09:56:18.0,images/scaled_cropped/01553.png
inuv 19/Nov/2006 09:57:12.0,images/scaled_cropped/01554.png
inuv 08/Dec/2015 08:00:06.0,images/scaled_cropped/01555.png
inuv 08/Dec/2015 08:01:00.0,images/scaled_cropped/01556.png
inuv 08/Dec/2015 08:01:12.0,images/scaled_cropped/01557.png
inuv 08/Dec/2015 08:05:57.0,images/scaled_cropped/01558.png
inuv 08/Dec/2015 08:06:30.0,images/scaled_cropped/01559.png
inuv 08/Dec/2015 08:09:06.0,images/scaled_cropped/01560.png
inuv 08/Dec/2015 08:09:15.0,images/scaled_cropped/01561.png
inuv 08/Dec/2015 08:11:54.0,images/scaled_cropped/01562.png
inuv 08/Dec/2015 08:12:03.0,images/scaled_cropped/01563.png
inuv 08/Dec/2015 08:12:09.0,images/scaled_cropped/01564.png
inuv 08/Dec/2015 08:12:21.0,images/scaled_cropped/01565.png
inuv 08/Dec/2015 08:12:27.0,images/scaled_cropped/01566.png
inuv 08/Dec/2015 08:13:33.0,images/scaled_cropped/01567.png
inuv 08/Dec/2015 08:13:45.0,images/scaled_cropped/01568.png
inuv 08/Dec/2015 08:14:18.0,images/scaled_cropped/01569.png
inuv 08/Dec/2015 08:14:33.0,images/scaled_cropped/01570.png
inuv 08/Dec/2015 08:15:12.0,images/scaled_cropped/01571.png
inuv 08/Dec/2015 08:15:51.0,images/scaled_cropped/01572.png
inuv 08/Dec/2015 08:16:30.0,images/scaled_cropped/01573.png
inuv 08/Dec/2015 08:18:24.0,images/scaled_cropped/01574.png
inuv 08/Dec/2015 08:19:18.0,images/scaled_cropped/01575.png
inuv 08/Dec/2015 08:19:42.0,images/scaled_cropped/01576.png
inuv 08/Dec/2015 08:21:30.0,images/scaled_cropped/01577.png
inuv 08/Dec/2015 08:22:57.0,images/scaled_cropped/01578.png
inuv 08/Dec/2015 08:23:00.0,images/scaled_cropped/01579.png
inuv 08/Dec/2015 08:23:48.0,images/scaled_cropped/01580.png
inuv 08/Dec/2015 08:24:45.0,images/scaled_cropped/01581.png
inuv 08/Dec/2015 08:24:48.0,images/scaled_cropped/01582.png
inuv 08/Dec/2015 08:24:51.0,images/scaled_cropped/01583.png
inuv 08/Dec/2015 08:25:30.0,images/scaled_cropped/01584.png
inuv 08/Dec/2015 08:26:00.0,images/scaled_cropped/01585.png
inuv 08/Dec/2015 08:26:45.0,images/scaled_cropped/01586.png
inuv 08/Dec/2015 08:28:39.0,images/scaled_cropped/01587.png
inuv 08/Dec/2015 08:28:51.0,images/scaled_cropped/01588.png
inuv 08/Dec/2015 08:28:54.0,images/scaled_cropped/01589.png
inuv 08/Dec/2015 08:29:24.0,images/scaled_cropped/01590.png
inuv 08/Dec/2015 08:29:33.0,images/scaled_cropped/01591.png
inuv 08/Dec/2015 08:29:51.0,images/scaled_cropped/01592.png
inuv 08/Dec/2015 08:30:09.0,images/scaled_cropped/01593.png
inuv 08/Dec/2015 08:30:42.0,images/scaled_cropped/01594.png
inuv 08/Dec/2015 08:32:42.0,images/scaled_cropped/01595.png
inuv 08/Dec/2015 08:33:30.0,images/scaled_cropped/01596.png
inuv 08/Dec/2015 08:36:06.0,images/scaled_cropped/01597.png
inuv 08/Dec/2015 08:36:18.0,images/scaled_cropped/01598.png
inuv 08/Dec/2015 08:38:36.0,images/scaled_cropped/01599.png
inuv 08/Dec/2015 08:39:00.0,images/scaled_cropped/01600.png
inuv 08/Dec/2015 08:39:51.0,images/scaled_cropped/01601.png
inuv 08/Dec/2015 08:39:57.0,images/scaled_cropped/01602.png
inuv 08/Dec/2015 08:40:09.0,images/scaled_cropped/01603.png
inuv 08/Dec/2015 08:40:27.0,images/scaled_cropped/01604.png
inuv 08/Dec/2015 08:40:42.0,images/scaled_cropped/01605.png
inuv 08/Dec/2015 08:41:39.0,images/scaled_cropped/01606.png
inuv 08/Dec/2015 08:44:45.0,images/scaled_cropped/01607.png
inuv 08/Dec/2015 08:45:06.0,images/scaled_cropped/01608.png
inuv 08/Dec/2015 08:45:42.0,images/scaled_cropped/01609.png
inuv 08/Dec/2015 08:46:24.0,images/scaled_cropped/01610.png
inuv 08/Dec/2015 08:46:36.0,images/scaled_cropped/01611.png
inuv 08/Dec/2015 08:48:48.0,images/scaled_cropped/01612.png
inuv 08/Dec/2015 08:50:54.0,images/scaled_cropped/01613.png
inuv 08/Dec/2015 08:51:15.0,images/scaled_cropped/01614.png
inuv 08/Dec/2015 08:52:03.0,images/scaled_cropped/01615.png
inuv 08/Dec/2015 08:53:03.0,images/scaled_cropped/01616.png
inuv 08/Dec/2015 08:53:15.0,images/scaled_cropped/01617.png
inuv 08/Dec/2015 08:54:57.0,images/scaled_cropped/01618.png
inuv 08/Dec/2015 08:56:24.0,images/scaled_cropped/01619.png
inuv 08/Dec/2015 08:56:36.0,images/scaled_cropped/01620.png
inuv 08/Dec/2015 08:56:39.0,images/scaled_cropped/01621.png
inuv 08/Dec/2015 08:56:57.0,images/scaled_cropped/01622.png
inuv 08/Dec/2015 08:57:30.0,images/scaled_cropped/01623.png
inuv 08/Dec/2015 08:58:06.0,images/scaled_cropped/01624.png
inuv 08/Dec/2015 08:59:51.0,images/scaled_cropped/01625.png
inuv 08/Dec/2015 09:00:42.0,images/scaled_cropped/01626.png
inuv 08/Dec/2015 09:00:57.0,images/scaled_cropped/01627.png
inuv 08/Dec/2015 09:01:09.0,images/scaled_cropped/01628.png
inuv 08/Dec/2015 09:01:12.0,images/scaled_cropped/01629.png
inuv 08/Dec/2015 09:01:33.0,images/scaled_cropped/01630.png
inuv 08/Dec/2015 09:01:48.0,images/scaled_cropped/01631.png
inuv 08/Dec/2015 09:04:15.0,images/scaled_cropped/01632.png
inuv 08/Dec/2015 09:05:18.0,images/scaled_cropped/01633.png
inuv 08/Dec/2015 09:07:54.0,images/scaled_cropped/01634.png
inuv 08/Dec/2015 09:08:09.0,images/scaled_cropped/01635.png
inuv 08/Dec/2015 09:09:51.0,images/scaled_cropped/01636.png
inuv 08/Dec/2015 09:10:03.0,images/scaled_cropped/01637.png
inuv 08/Dec/2015 09:10:33.0,images/scaled_cropped/01638.png
inuv 08/Dec/2015 09:11:15.0,images/scaled_cropped/01639.png
inuv 08/Dec/2015 09:12:09.0,images/scaled_cropped/01640.png
inuv 08/Dec/2015 09:12:48.0,images/scaled_cropped/01641.png
inuv 08/Dec/2015 09:13:06.0,images/scaled_cropped/01642.png
inuv 08/Dec/2015 09:13:18.0,images/scaled_cropped/01643.png
inuv 08/Dec/2015 09:13:36.0,images/scaled_cropped/01644.png
inuv 08/Dec/2015 09:15:57.0,images/scaled_cropped/01645.png
inuv 08/Dec/2015 09:17:15.0,images/scaled_cropped/01646.png
inuv 08/Dec/2015 09:17:18.0,images/scaled_cropped/01647.png
inuv 08/Dec/2015 09:18:54.0,images/scaled_cropped/01648.png
inuv 08/Dec/2015 09:19:09.0,images/scaled_cropped/01649.png
inuv 08/Dec/2015 09:19:18.0,images/scaled_cropped/01650.png
inuv 08/Dec/2015 09:20:00.0,images/scaled_cropped/01651.png
inuv 08/Dec/2015 09:20:48.0,images/scaled_cropped/01652.png
inuv 08/Dec/2015 09:21:30.0,images/scaled_cropped/01653.png
inuv 08/Dec/2015 09:22:03.0,images/scaled_cropped/01654.png
inuv 08/Dec/2015 09:23:03.0,images/scaled_cropped/01655.png
inuv 08/Dec/2015 09:24:00.0,images/scaled_cropped/01656.png
inuv 08/Dec/2015 09:26:12.0,images/scaled_cropped/01657.png
inuv 08/Dec/2015 09:26:15.0,images/scaled_cropped/01658.png
inuv 08/Dec/2015 09:27:36.0,images/scaled_cropped/01659.png
inuv 08/Dec/2015 09:27:39.0,images/scaled_cropped/01660.png
inuv 08/Dec/2015 09:28:54.0,images/scaled_cropped/01661.png
inuv 08/Dec/2015 09:29:15.0,images/scaled_cropped/01662.png
inuv 08/Dec/2015 09:29:30.0,images/scaled_cropped/01663.png
inuv 08/Dec/2015 09:30:33.0,images/scaled_cropped/01664.png
inuv 08/Dec/2015 09:32:36.0,images/scaled_cropped/01665.png
inuv 08/Dec/2015 09:32:39.0,images/scaled_cropped/01666.png
inuv 08/Dec/2015 09:32:45.0,images/scaled_cropped/01667.png
inuv 08/Dec/2015 09:35:57.0,images/scaled_cropped/01668.png
inuv 08/Dec/2015 09:36:33.0,images/scaled_cropped/01669.png
inuv 08/Dec/2015 09:36:45.0,images/scaled_cropped/01670.png
inuv 08/Dec/2015 09:36:48.0,images/scaled_cropped/01671.png
inuv 08/Dec/2015 09:37:06.0,images/scaled_cropped/01672.png
inuv 08/Dec/2015 09:38:09.0,images/scaled_cropped/01673.png
inuv 08/Dec/2015 09:38:45.0,images/scaled_cropped/01674.png
inuv 08/Dec/2015 09:38:57.0,images/scaled_cropped/01675.png
inuv 08/Dec/2015 09:39:12.0,images/scaled_cropped/01676.png
inuv 08/Dec/2015 09:39:18.0,images/scaled_cropped/01677.png
inuv 08/Dec/2015 09:40:15.0,images/scaled_cropped/01678.png
inuv 08/Dec/2015 09:41:24.0,images/scaled_cropped/01679.png
inuv 08/Dec/2015 09:42:03.0,images/scaled_cropped/01680.png
inuv 08/Dec/2015 09:43:00.0,images/scaled_cropped/01681.png
inuv 08/Dec/2015 09:43:24.0,images/scaled_cropped/01682.png
inuv 08/Dec/2015 09:43:48.0,images/scaled_cropped/01683.png
inuv 08/Dec/2015 09:43:51.0,images/scaled_cropped/01684.png
inuv 08/Dec/2015 09:47:00.0,images/scaled_cropped/01685.png
inuv 08/Dec/2015 09:47:12.0,images/scaled_cropped/01686.png
inuv 08/Dec/2015 09:47:18.0,images/scaled_cropped/01687.png
inuv 08/Dec/2015 09:48:12.0,images/scaled_cropped/01688.png
inuv 08/Dec/2015 09:49:12.0,images/scaled_cropped/01689.png
inuv 08/Dec/2015 09:50:00.0,images/scaled_cropped/01690.png
inuv 08/Dec/2015 09:50:12.0,images/scaled_cropped/01691.png
inuv 08/Dec/2015 09:50:42.0,images/scaled_cropped/01692.png
inuv 08/Dec/2015 09:50:54.0,images/scaled_cropped/01693.png
inuv 08/Dec/2015 09:51:09.0,images/scaled_cropped/01694.png
inuv 08/Dec/2015 09:51:24.0,images/scaled_cropped/01695.png
inuv 08/Dec/2015 09:51:54.0,images/scaled_cropped/01696.png
inuv 08/Dec/2015 09:52:06.0,images/scaled_cropped/01697.png
inuv 08/Dec/2015 09:52:21.0,images/scaled_cropped/01698.png
inuv 08/Dec/2015 09:54:24.0,images/scaled_cropped/01699.png
inuv 08/Dec/2015 09:56:48.0,images/scaled_cropped/01700.png
inuv 08/Dec/2015 09:57:42.0,images/scaled_cropped/01701.png
inuv 08/Dec/2015 09:57:45.0,images/scaled_cropped/01702.png
inuv 08/Dec/2015 09:57:57.0,images/scaled_cropped/01703.png
inuv 08/Dec/2015 09:58:12.0,images/scaled_cropped/01704.png
inuv 08/Dec/2015 09:58:42.0,images/scaled_cropped/01705.png
inuv 08/Dec/2015 09:59:09.0,images/scaled_cropped/01706.png
snkq 02/Dec/2006 00:01:00.0,images/scaled_cropped/01707.png
snkq 02/Dec/2006 00:05:57.0,images/scaled_cropped/01708.png
snkq 02/Dec/2006 00:06:30.0,images/scaled_cropped/01709.png
snkq 02/Dec/2006 00:09:15.0,images/scaled_cropped/01710.png
snkq 02/Dec/2006 00:12:09.0,images/scaled_cropped/01711.png
snkq 02/Dec/2006 00:12:27.0,images/scaled_cropped/01712.png
snkq 02/Dec/2006 00:13:45.0,images/scaled_cropped/01713.png
snkq 02/Dec/2006 00:14:18.0,images/scaled_cropped/01714.png
snkq 02/Dec/2006 00:15:12.0,images/scaled_cropped/01715.png
snkq 02/Dec/2006 00:19:42.0,images/scaled_cropped/01716.png
snkq 02/Dec/2006 00:23:48.0,images/scaled_cropped/01717.png
snkq 02/Dec/2006 00:24:48.0,images/scaled_cropped/01718.png
snkq 02/Dec/2006 00:25:30.0,images/scaled_cropped/01719.png
snkq 02/Dec/2006 00:26:00.0,images/scaled_cropped/01720.png
snkq 02/Dec/2006 00:26:45.0,images/scaled_cropped/01721.png
snkq 02/Dec/2006 00:32:42.0,images/scaled_cropped/01722.png
snkq 02/Dec/2006 00:33:30.0,images/scaled_cropped/01723.png
snkq 02/Dec/2006 00:36:06.0,images/scaled_cropped/01724.png
snkq 02/Dec/2006 00:36:18.0,images/scaled_cropped/01725.png
snkq 02/Dec/2006 00:39:57.0,images/scaled_cropped/01726.png
snkq 02/Dec/2006 00:40:09.0,images/scaled_cropped/01727.png
snkq 02/Dec/2006 00:40:42.0,images/scaled_cropped/01728.png
snkq 02/Dec/2006 00:45:42.0,images/scaled_cropped/01729.png
snkq 02/Dec/2006 00:46:24.0,images/scaled_cropped/01730.png
snkq 02/Dec/2006 00:53:03.0,images/scaled_cropped/01731.png
snkq 02/Dec/2006 00:53:15.0,images/scaled_cropped/01732.png
snkq 02/Dec/2006 00:56:24.0,images/scaled_cropped/01733.png
snkq 02/Dec/2006 00:58:06.0,images/scaled_cropped/01734.png
snkq 02/Dec/2006 01:00:42.0,images/scaled_cropped/01735.png
snkq 02/Dec/2006 01:01:09.0,images/scaled_cropped/01736.png
snkq 02/Dec/2006 01:04:15.0,images/scaled_cropped/01737.png
snkq 02/Dec/2006 01:07:54.0,images/scaled_cropped/01738.png
snkq 02/Dec/2006 01:10:33.0,images/scaled_cropped/01739.png
snkq 02/Dec/2006 01:12:09.0,images/scaled_cropped/01740.png
snkq 02/Dec/2006 01:15:57.0,images/scaled_cropped/01741.png
snkq 02/Dec/2006 01:17:18.0,images/scaled_cropped/01742.png
snkq 02/Dec/2006 01:19:09.0,images/scaled_cropped/01743.png
snkq 02/Dec/2006 01:20:48.0,images/scaled_cropped/01744.png
snkq 02/Dec/2006 01:23:03.0,images/scaled_cropped/01745.png
snkq 02/Dec/2006 01:26:15.0,images/scaled_cropped/01746.png
snkq 02/Dec/2006 01:27:36.0,images/scaled_cropped/01747.png
snkq 02/Dec/2006 01:27:39.0,images/scaled_cropped/01748.png
snkq 02/Dec/2006 01:29:30.0,images/scaled_cropped/01749.png
snkq 02/Dec/2006 01:30:33.0,images/scaled_cropped/01750.png
snkq 02/Dec/2006 01:32:45.0,images/scaled_cropped/01751.png
snkq 02/Dec/2006 01:35:57.0,images/scaled_cropped/01752.png
snkq 02/Dec/2006 01:36:48.0,images/scaled_cropped/01753.png
snkq 02/Dec/2006 01:37:06.0,images/scaled_cropped/01754.png
snkq 02/Dec/2006 01:38:45.0,images/scaled_cropped/01755.png
snkq 02/Dec/2006 01:38:57.0,images/scaled_cropped/01756.png
snkq 02/Dec/2006 01:39:18.0,images/scaled_cropped/01757.png
snkq 02/Dec/2006 01:41:24.0,images/scaled_cropped/01758.png
snkq 02/Dec/2006 01:47:12.0,images/scaled_cropped/01759.png
snkq 02/Dec/2006 01:51:09.0,images/scaled_cropped/01760.png
snkq 02/Dec/2006 01:51:24.0,images/scaled_cropped/01761.png
snkq 02/Dec/2006 01:52:21.0,images/scaled_cropped/01762.png
snkq 02/Dec/2006 01:57:45.0,images/scaled_cropped/01763.png
snkq 02/Dec/2006 01:58:12.0,images/scaled_cropped/01764.png
atha 26/Nov/2010 02:01:00.0,images/scaled_cropped/01765.png
atha 26/Nov/2010 02:05:57.0,images/scaled_cropped/01766.png
atha 26/Nov/2010 02:06:30.0,images/scaled_cropped/01767.png
atha 26/Nov/2010 02:09:15.0,images/scaled_cropped/01768.png
atha 26/Nov/2010 02:12:09.0,images/scaled_cropped/01769.png
atha 26/Nov/2010 02:12:27.0,images/scaled_cropped/01770.png
atha 26/Nov/2010 02:13:45.0,images/scaled_cropped/01771.png
atha 26/Nov/2010 02:14:18.0,images/scaled_cropped/01772.png
atha 26/Nov/2010 02:15:12.0,images/scaled_cropped/01773.png
atha 26/Nov/2010 02:19:42.0,images/scaled_cropped/01774.png
atha 26/Nov/2010 02:23:48.0,images/scaled_cropped/01775.png
atha 26/Nov/2010 02:24:48.0,images/scaled_cropped/01776.png
atha 26/Nov/2010 02:25:30.0,images/scaled_cropped/01777.png
atha 26/Nov/2010 02:26:00.0,images/scaled_cropped/01778.png
atha 26/Nov/2010 02:26:45.0,images/scaled_cropped/01779.png
atha 26/Nov/2010 02:32:42.0,images/scaled_cropped/01780.png
atha 26/Nov/2010 02:33:30.0,images/scaled_cropped/01781.png
atha 26/Nov/2010 02:36:06.0,images/scaled_cropped/01782.png
atha 26/Nov/2010 02:36:18.0,images/scaled_cropped/01783.png
atha 26/Nov/2010 02:39:57.0,images/scaled_cropped/01784.png
atha 26/Nov/2010 02:40:09.0,images/scaled_cropped/01785.png
atha 26/Nov/2010 02:40:42.0,images/scaled_cropped/01786.png
atha 26/Nov/2010 02:45:42.0,images/scaled_cropped/01787.png
atha 26/Nov/2010 02:46:24.0,images/scaled_cropped/01788.png
atha 26/Nov/2010 02:53:03.0,images/scaled_cropped/01789.png
atha 26/Nov/2010 02:53:15.0,images/scaled_cropped/01790.png
atha 26/Nov/2010 02:56:24.0,images/scaled_cropped/01791.png
atha 26/Nov/2010 02:58:06.0,images/scaled_cropped/01792.png
rank 28/Feb/2008 07:01:00.0,images/scaled_cropped/01793.png
rank 28/Feb/2008 07:05:57.0,images/scaled_cropped/01794.png
rank 28/Feb/2008 07:06:30.0,images/scaled_cropped/01795.png
rank 28/Feb/2008 07:09:15.0,images/scaled_cropped/01796.png
rank 28/Feb/2008 07:12:09.0,images/scaled_cropped/01797.png
rank 28/Feb/2008 07:12:27.0,images/scaled_cropped/01798.png
rank 28/Feb/2008 07:13:45.0,images/scaled_cropped/01799.png
rank 28/Feb/2008 07:14:18.0,images/scaled_cropped/01800.png
rank 28/Feb/2008 07:15:12.0,images/scaled_cropped/01801.png
rank 28/Feb/2008 07:19:42.0,images/scaled_cropped/01802.png
rank 28/Feb/2008 07:23:48.0,images/scaled_cropped/01803.png
rank 28/Feb/2008 07:24:48.0,images/scaled_cropped/01804.png
rank 28/Feb/2008 07:25:30.0,images/scaled_cropped/01805.png
rank 28/Feb/2008 07:26:00.0,images/scaled_cropped/01806.png
rank 28/Feb/2008 07:26:45.0,images/scaled_cropped/01807.png
rank 28/Feb/2008 07:32:42.0,images/scaled_cropped/01808.png
rank 28/Feb/2008 07:33:30.0,images/scaled_cropped/01809.png
rank 28/Feb/2008 07:36:06.0,images/scaled_cropped/01810.png
rank 28/Feb/2008 07:36:18.0,images/scaled_cropped/01811.png
rank 28/Feb/2008 07:39:57.0,images/scaled_cropped/01812.png
rank 28/Feb/2008 07:40:09.0,images/scaled_cropped/01813.png
rank 28/Feb/2008 07:40:42.0,images/scaled_cropped/01814.png
rank 28/Feb/2008 07:45:42.0,images/scaled_cropped/01815.png
rank 28/Feb/2008 07:46:24.0,images/scaled_cropped/01816.png
rank 28/Feb/2008 07:53:03.0,images/scaled_cropped/01817.png
rank 28/Feb/2008 07:53:15.0,images/scaled_cropped/01818.png
rank 28/Feb/2008 07:56:24.0,images/scaled_cropped/01819.png
rank 28/Feb/2008 07:58:06.0,images/scaled_cropped/01820.png
chbg 09/Dec/2011 01:01:00.0,images/scaled_cropped/01821.png
chbg 09/Dec/2011 01:05:57.0,images/scaled_cropped/01822.png
chbg 09/Dec/2011 01:06:30.0,images/scaled_cropped/01823.png
chbg 09/Dec/2011 01:09:15.0,images/scaled_cropped/01824.png
chbg 09/Dec/2011 01:12:09.0,images/scaled_cropped/01825.png
chbg 09/Dec/2011 01:12:27.0,images/scaled_cropped/01826.png
chbg 09/Dec/2011 01:13:45.0,images/scaled_cropped/01827.png
chbg 09/Dec/2011 01:14:18.0,images/scaled_cropped/01828.png
chbg 09/Dec/2011 01:15:12.0,images/scaled_cropped/01829.png
chbg 09/Dec/2011 01:19:42.0,images/scaled_cropped/01830.png
chbg 09/Dec/2011 01:23:48.0,images/scaled_cropped/01831.png
chbg 09/Dec/2011 01:24:48.0,images/scaled_cropped/01832.png
chbg 09/Dec/2011 01:25:30.0,images/scaled_cropped/01833.png
chbg 09/Dec/2011 01:26:00.0,images/scaled_cropped/01834.png
chbg 09/Dec/2011 01:26:45.0,images/scaled_cropped/01835.png
chbg 09/Dec/2011 01:32:42.0,images/scaled_cropped/01836.png
chbg 09/Dec/2011 01:33:30.0,images/scaled_cropped/01837.png
chbg 09/Dec/2011 01:36:06.0,images/scaled_cropped/01838.png
chbg 09/Dec/2011 01:36:18.0,images/scaled_cropped/01839.png
chbg 09/Dec/2011 01:39:57.0,images/scaled_cropped/01840.png
chbg 09/Dec/2011 01:40:09.0,images/scaled_cropped/01841.png
chbg 09/Dec/2011 01:40:42.0,images/scaled_cropped/01842.png
chbg 09/Dec/2011 01:45:42.0,images/scaled_cropped/01843.png
chbg 09/Dec/2011 01:46:24.0,images/scaled_cropped/01844.png
chbg 09/Dec/2011 01:53:03.0,images/scaled_cropped/01845.png
chbg 09/Dec/2011 01:53:15.0,images/scaled_cropped/01846.png
chbg 09/Dec/2011 01:56:24.0,images/scaled_cropped/01847.png
chbg 09/Dec/2011 01:58:06.0,images/scaled_cropped/01848.png
fsim 07/Nov/2011 05:01:00.0,images/scaled_cropped/01849.png
fsim 07/Nov/2011 05:05:57.0,images/scaled_cropped/01850.png
fsim 07/Nov/2011 05:06:30.0,images/scaled_cropped/01851.png
fsim 07/Nov/2011 05:09:15.0,images/scaled_cropped/01852.png
fsim 07/Nov/2011 05:12:09.0,images/scaled_cropped/01853.png
fsim 07/Nov/2011 05:12:27.0,images/scaled_cropped/01854.png
fsim 07/Nov/2011 05:13:45.0,images/scaled_cropped/01855.png
fsim 07/Nov/2011 05:14:18.0,images/scaled_cropped/01856.png
fsim 07/Nov/2011 05:15:12.0,images/scaled_cropped/01857.png
fsim 07/Nov/2011 05:19:42.0,images/scaled_cropped/01858.png
fsim 07/Nov/2011 05:23:48.0,images/scaled_cropped/01859.png
fsim 07/Nov/2011 05:24:48.0,images/scaled_cropped/01860.png
fsim 07/Nov/2011 05:25:30.0,images/scaled_cropped/01861.png
fsim 07/Nov/2011 05:26:00.0,images/scaled_cropped/01862.png
fsim 07/Nov/2011 05:26:45.0,images/scaled_cropped/01863.png
fsim 07/Nov/2011 05:32:42.0,images/scaled_cropped/01864.png
fsim 07/Nov/2011 05:33:30.0,images/scaled_cropped/01865.png
fsim 07/Nov/2011 05:36:06.0,images/scaled_cropped/01866.png
